Rating;Employee Status;Review Title;Date;Pros;Cons;Num People Helpful
5.0;Current Employee, less than 1 year;The place for people who never settle;Sep 27, 2021 - Team Lead;It's intense, and I love this intensity. What I love the most in Revolut is that you have a terrific team around you that makes you feel intellectually stimulated.;The company is growing massively, and some internal processes have a lot of room for improvement to catch up with the growth. I believe it will get better.;1
1.0;Former Employee, less than 1 year;Do not recomment;Mar 13, 2022 - Financial Advisor;I do not have anything to say.;Do not recommend due to the disorganized environment,;1
5.0;Current Employee;Great company to work for;Nov 26, 2021 - Business Transformation Manager;Interesting work, very smart peers;Long hours, pressure to achieve results, but no more than other high performing companies.;2
1.0;Current Employee;Move on;Mar 16, 2022 - Anonymous Employee;Run as fast as you can;extremely toxic environment, leave now;2
5.0;Current Employee, more than 1 year;Good place to start with Customer Service;Nov 1, 2021 - Customer Service Specialist;- competitive salary- achievable KPIs- you can find some nice colleagues within the department- fairly easy process to change departments after some time- nice benefits;- as all CS jobs - after some time you might need a therapist or take a longer leave;1
2.0;Current Employee, more than 3 years;Opportunity to grow your tech skills but you will not enjoy it;Feb 8, 2021 - Software Engineer;+ exceptionally technically strong engineering team, you can learn a lot+ scalability challenges to solve+ international experience with business travel between offices (pre-covid)+ competitive salary+ some teams have a lot of greenfield projects;- engineer's career growth depends highly on CTO's personal decisions, process is unclear- management (C-level) is pushing their ways of doing things, employee's opinion does not matter much- if you're unlucky you might get moved a lot between teams (and line managers)- in some (not all) teams PO/LM is pushing tasks without considering team's capacity so either you need to overtime or push back and get low performance scores- retention is low, nobody cares about whether you enjoy or not your work until you decide to leave- stock option bonuses are not really that good - there is no clarity on when and how much of those you'll be able to actually sell and company almost deliberately makes it hard/unclear for employees to sell their shares- performance review process is still unclear and is constantly being changed- work life balance highly depends on the team and LM but overall is low in the company - management is always trying to push for extra KPIs regardless of limited resources;34
5.0;Current Employee, more than 1 year;Great place to learn a lot and find your strengths;Sep 2, 2021 - Senior Product Owner;really great colleaguesopportunities to have and share and develop good ideasgood degree of autonomy and supportcool working environment (London) but also great flexibility about home vs officeClear and ambitious direction and visionCustomer focus;Fast fast fast (that's good but challenging)Direct feedback is good but you need to understand that people are being candid not personal.;1
1.0;Current Employee, less than 1 year;Blame culture;Dec 22, 2021 - Backend Engineer;Good payRemote workHard to find anything else;Revolut has Blame Culture, on daily basis, your manager can blame you laughing on the public slack channel. My Manger had no time for me for over 3 monthsOnce one I asked for help my Manager heard GTFO (in short of course without F word)Noone cars about employee;8
2.0;Former Employee;So much potential;Dec 3, 2021 - Anonymous Employee;Forward-thinking, fast-paced, innovative, remote working;Meetings overload, change for the sake of change, high management turnover, conflicting styles, questionable communication styles and standards;2
4.0;Current Employee, less than 1 year;Impressive business, always improving;Nov 16, 2021 - Business Customer Support Specialist;-training is very well organised-small training groups-very good instructors-transparent company (internally and externally);-the laptop provided is not the best quality (and you can not choice Chromebook or MacBook)-not all internal platforms where available from Day 1, which effect training- pay is too low-too many different platforms used (should be reduced, or some sort of integration to make it easier, as it can get confused on what to use and when)-laptop was sent before the Day 1 email;1
2.0;Current Employee, less than 1 year;Top down;Nov 23, 2021 - Lead Product Manager;High growth company, you can earn money;Very bad top down cultture;6
5.0;Current Employee;Recruitment and On boarding Process;Nov 16, 2021 - Anonymous Employee;"Great values and culture;On boarding process is awesome in every way!";long recruitment, although it's understandable due to companies' work nature;0
1.0;Current Employee, more than 1 year;Vey toxic, no work-life balance;Dec 13, 2021 - Anonymous Employee;-Good name to put on your CV-Relatively pays well-Office is in an nice location;-No work life balance, wotking overtime and being exploited is an expectation-Poorly explained share/growth options bonus scheme-Chaotic most of the time-Top-down culture, you have no voice-Very KPI driven-Lack of diversity and inclusion-No focus on people whatsoever, you feel like you are replacable at any moment;10
5.0;Current Employee;Fast faced, high growth;Nov 11, 2021 - Operations Manager;- Good compensation- Fast paced, innovative- Opportunities to grow- Steep learning curve;- Agressive culture- Workload- High rotation of personnel;1
4.0;Current Employee, less than 1 year;Good employer for young and smart people.;Nov 11, 2021 - Risk Manager;Possibility to work with very smart and dedicated peopleLoads of interesting tasks to do and areas to dive intoGood salary and bonuses, if the performance is strong;Big employee turnover,work life balance - close to none;1
5.0;Current Employee, more than 1 year;A lot fo work, well rewarded;Nov 2, 2021 - Software Engineer;Good pay and a lot to learn;Might be too much work for people who'd prefer 9 to 5 without stress;3
4.0;Current Employee, less than 1 year;Probation completion review;Nov 5, 2021 - Operations Manager;* Very friendly environment* Very skilled and focused team members* Very demanding and fast paced* A lot of room to learn and grow;* It might steal some time from family/other activities;3
5.0;Current Employee, more than 1 year;A lot fo work, well rewarded;Nov 2, 2021 - Software Engineer;Good pay and a lot to learn;Might be too much work for people who'd prefer 9 to 5 without stress;3
